INDEX,AREA,X,Y,COD_MUNICIPIO,MUNICIPIO,MESO,MICRO
1,12838841.16,615737.723,8333141.778,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
2,12838841.16,613131.348,8333088.789,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
3,12838841.16,613067.365,8333035.432,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
4,12838841.16,616210.267,8333020.212,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
5,12838841.16,612980.18,8332976.223,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
6,12838841.16,613704.061,8332913.132,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
7,12838841.16,616050.218,8332871.933,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
8,12838841.16,615991.846,8332782.781,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
9,12838841.16,615647.567,8332771.937,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
10,12838841.16,614244.938,8332659.249,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
11,12838841.16,615411.133,8332502.398,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
12,12838841.16,615310.257,8332504.432,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
13,12838841.16,617027.566,8332725.353,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
14,12838841.16,613232.118,8332488.102,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
15,12838841.16,614561.693,8332676.892,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
16,12838841.16,612128.432,8332652.864,3135050,JAÍBA,Norte,JANAÚBA
17,12838841.16,611759.641,8332147.268,3135050,JAÍBA,Norte,JANAÚBA
18,12838841.16,615670.007,8332128.474,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
19,12838841.16,611716.052,8332117.662,3135050,JAÍBA,Norte,JANAÚBA
20,12838841.16,612498.121,8332113.956,3135050,JAÍBA,Norte,JANAÚBA
21,12838841.16,615984.377,8332418.043,3140852,MATIAS CARDOSO,Norte,JANUÁRIA
