MUNICIPIO,TOTAL_AREA,COD_MUNICIPIO,MESO,MICRO
CANÁPOLIS,10469.750328347778,3111804,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
FELIXLÂNDIA,0.678273364257813,3125705,Central Mineira,CURVELO
CACHOEIRA DOURADA,3.1536805770874032,3109808,Triângulo Mineiro e Alto Paranaíba,ITUIUTABA
ESTRELA DO SUL,47.201327478027345,3124807,Triângulo Mineiro e Alto Paranaíba,PATROCÍNIO
IPIAÇU,3742.651157844162,3131406,Triângulo Mineiro e Alto Paranaíba,ITUIUTABA
CASCALHO RICO,4.163129736328125,3115003,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
ITUIUTABA,21038.626262446618,3134202,Triângulo Mineiro e Alto Paranaíba,ITUIUTABA
SANTA VITÓRIA,36939.78221905823,3159803,Triângulo Mineiro e Alto Paranaíba,ITUIUTABA
UBERLÂNDIA,15235.234739611817,3170206,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
GURINHATÃ,10748.559449985603,3129103,Triângulo Mineiro e Alto Paranaíba,ITUIUTABA
GUIMARÂNIA,0.677761840820313,3128907,Triângulo Mineiro e Alto Paranaíba,PATOS DE MINAS
INDIANÓPOLIS,33.559760375976566,3130705,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
POMPÉU,3218.7052510498047,3152006,Central Mineira,TRÊS MARIAS
PRATA,14002.667372555541,3152808,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
ABAETÉ,1.859333300781251,3100203,Central Mineira,TRÊS MARIAS
NOVA PONTE,7799.7281982055665,3145000,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
PEDRINÓPOLIS,376.4587451904296,3149200,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
UBERABA,105901.41796600341,3170107,Triângulo Mineiro e Alto Paranaíba,UBERABA
LIMEIRA DO OESTE,30248.499881689455,3138625,Triângulo Mineiro e Alto Paranaíba,FRUTAL
SANTA JULIANA,10858.256236364747,3157708,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
UNIÃO DE MINAS,15436.449290859984,3170438,Triângulo Mineiro e Alto Paranaíba,FRUTAL
CAMPINA VERDE,9735.810774415731,3111101,Triângulo Mineiro e Alto Paranaíba,FRUTAL
PERDIZES,20667.759662231445,3149804,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
PAPAGAIOS,6.495672705078126,3146909,Metropolitana de Belo Horizonte,SETE LAGOAS
VERÍSSIMO,23103.728604766846,3171105,Triângulo Mineiro e Alto Paranaíba,UBERABA
SACRAMENTO,21752.249862182616,3156908,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
DORES DO INDAIÁ,0.674740161132813,3123205,Central Mineira,BOM DESPACHO
CARNEIRINHO,17598.990700067137,3114550,Triângulo Mineiro e Alto Paranaíba,FRUTAL
IBIÁ,118.54195346679688,3129509,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
ESTRELA DO INDAIÁ,512.1704613281249,3124708,Central Mineira,BOM DESPACHO
INHAÚMA,0.674596728515625,3131000,Metropolitana de Belo Horizonte,SETE LAGOAS
COMENDADOR GOMES,13098.193275772095,3116902,Triângulo Mineiro e Alto Paranaíba,FRUTAL
ITAPAGIPE,23952.282812540627,3133402,Triângulo Mineiro e Alto Paranaíba,FRUTAL
ARAXÁ,2599.1727193847655,3104007,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
CAMPO FLORIDO,54894.21898038941,3111408,Triângulo Mineiro e Alto Paranaíba,UBERABA
PITANGUI,2.5284688232421892,3151404,Metropolitana de Belo Horizonte,PARÁ DE MINAS
ITURAMA,54359.77916120911,3134400,Triângulo Mineiro e Alto Paranaíba,FRUTAL
MARAVILHAS,5.984578295898438,3139706,Metropolitana de Belo Horizonte,SETE LAGOAS
FORTUNA DE MINAS,2.27582451171875,3126406,Metropolitana de Belo Horizonte,SETE LAGOAS
BOM DESPACHO,933.5284869873046,3107406,Central Mineira,BOM DESPACHO
SÃO FRANCISCO DE SALES,18805.492917005427,3161304,Triângulo Mineiro e Alto Paranaíba,FRUTAL
PEQUI,0.5055361328125,3149606,Metropolitana de Belo Horizonte,SETE LAGOAS
CONQUISTA,21319.756434887695,3118205,Triângulo Mineiro e Alto Paranaíba,UBERABA
LUZ,6174.509321533204,3138807,Central Mineira,BOM DESPACHO
PRATINHA,1.01095576171875,3153004,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
CONCEIÇÃO DO PARÁ,0.673673681640625,3117603,Oeste,DIVINÓPOLIS
CONCEIÇÃO DAS ALAGOAS,50137.41002808838,3117306,Triângulo Mineiro e Alto Paranaíba,UBERABA
FRUTAL,83578.83890955811,3127107,Triângulo Mineiro e Alto Paranaíba,FRUTAL
MOEMA,182.80631713867191,3142403,Central Mineira,BOM DESPACHO
ÁGUA COMPRIDA,24861.589445629885,3100708,Triângulo Mineiro e Alto Paranaíba,UBERABA
LAGOA DA PRATA,2566.363502197266,3137205,Central Mineira,BOM DESPACHO
TAPIRA,5.808898413085939,3168101,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
PIRAJUBA,18636.47921453247,3150703,Triângulo Mineiro e Alto Paranaíba,FRUTAL
DELTA,10810.067192797851,3121258,Triângulo Mineiro e Alto Paranaíba,UBERABA
SANTO ANTÔNIO DO MONTE,92.80750605468751,3160405,Oeste,DIVINÓPOLIS
BAMBUÍ,4563.455754589844,3105103,Oeste,PIUÍ
MEDEIROS,607.0239420898437,3141306,Oeste,PIUÍ
IGUATAMA,2725.951994042969,3130309,Oeste,PIUÍ
PLANURA,23471.581298315432,3151602,Triângulo Mineiro e Alto Paranaíba,FRUTAL
SÃO ROQUE DE MINAS,13.032609545898442,3164308,Oeste,PIUÍ
JAPARAÍBA,228.77605383300784,3135308,Central Mineira,BOM DESPACHO
ARCOS,427.59220329589846,3104205,Oeste,FORMIGA
FRONTEIRA,4761.983077990722,3127008,Triângulo Mineiro e Alto Paranaíba,FRUTAL
DELFINÓPOLIS,4043.2468670166013,3121209,Sul/Sudoeste,PASSOS
DORESÓPOLIS,96.63100170898437,3123403,Oeste,PIUÍ
CLARAVAL,36.7865236694336,3116407,Sul/Sudoeste,PASSOS
IBIRACI,62.30778354492188,3129707,Sul/Sudoeste,PASSOS
PIUMHI,8.306805859375,3151503,Oeste,PIUÍ
PAINS,4.024797143554688,3146503,Oeste,FORMIGA
CÁSSIA,45.872239819335945,3115102,Sul/Sudoeste,PASSOS
ITAPECERICA,1.7598727050781262,3133501,Oeste,FORMIGA
PASSOS,6399.476621166992,3147907,Sul/Sudoeste,PASSOS
CAPETINGA,58.05528967285157,3112406,Sul/Sudoeste,PASSOS
CAMACHO,1.088918701171875,3110400,Oeste,FORMIGA
PASSA TEMPO,1.34026318359375,3147709,Oeste,OLIVEIRA
SÃO JOÃO BATISTA DO GLÓRIA,816.145723413086,3162203,Sul/Sudoeste,PASSOS
ITAÚ DE MINAS,10.974036767578125,3133758,Sul/Sudoeste,PASSOS
ALPINÓPOLIS,278.77837463378904,3101904,Sul/Sudoeste,PASSOS
PRATÁPOLIS,8.624165917968753,3152907,Sul/Sudoeste,PASSOS
SÃO TOMÁS DE AQUINO,1961.8285534057618,3165107,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
SÃO JOSÉ DA BARRA,105.56962919921875,3162948,Sul/Sudoeste,PASSOS
CRISTAIS,11.465769848632815,3120201,Oeste,CAMPO BELO
SÃO SEBASTIÃO DO PARAÍSO,3057.4812037231445,3164704,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
ENTRE RIOS DE MINAS,0.836767822265625,3123908,Metropolitana de Belo Horizonte,CONSELHEIRO LAFAIETE
FORTALEZA DE MINAS,5.688841113281252,3126307,Sul/Sudoeste,PASSOS
OLIVEIRA,3.010451684570313,3145604,Oeste,OLIVEIRA
CARMO DO RIO CLARO,329.7622170166016,3114402,Sul/Sudoeste,ALFENAS
JACUÍ,19.305973144531254,3134806,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
ITAMOGI,487.152311730957,3132909,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
BOA ESPERANÇA,1.086075512695313,3107109,Sul/Sudoeste,VARGINHA
CANA VERDE,1.920645458984375,3111903,Oeste,CAMPO BELO
MONTE SANTO DE MINAS,1908.316599633789,3143203,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
CAMPO DO MEIO,2.3377004394531262,3111309,Sul/Sudoeste,VARGINHA
SÃO PEDRO DA UNIÃO,7.267325561523441,3163904,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
ALTEROSA,184.55265776367187,3102001,Sul/Sudoeste,ALFENAS
GUARANÉSIA,1719.205953881836,3128303,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
GUAXUPÉ,621.4531963134765,3128709,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
ALFENAS,3173.623974121094,3101607,Sul/Sudoeste,ALFENAS
JURUAIA,102.49104353027344,3136900,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
MONTE BELO,3192.467042895508,3143005,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
AREADO,1472.7173533935547,3104304,Sul/Sudoeste,ALFENAS
ARCEBURGO,968.0934985839843,3104106,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
CABO VERDE,167.0728418701172,3109501,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
DIVISA NOVA,832.8083502929687,3122405,Sul/Sudoeste,ALFENAS
PARAGUAÇU,1.8311173828125,3147204,Sul/Sudoeste,ALFENAS
SERRANIA,465.4987430664063,3166907,Sul/Sudoeste,ALFENAS
MACHADO,500.2939489990234,3139003,Sul/Sudoeste,ALFENAS
CAMPESTRE,4.078098120117189,3111002,Sul/Sudoeste,POÇOS DE CALDAS
MONSENHOR PAULO,3.9069623535156257,3142601,Sul/Sudoeste,VARGINHA
POÇO FUNDO,0.249262451171875,3151701,Sul/Sudoeste,ALFENAS
CAMBUQUIRA,1.2457509765625,3110707,Sul/Sudoeste,SÃO LOURENÇO
SÃO JOÃO DA MATA,0.498282641601563,3162302,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
SÃO GONÇALO DO SAPUCAÍ,2.905680175781251,3162005,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
POÇOS DE CALDAS,0.332284179687501,3151800,Sul/Sudoeste,POÇOS DE CALDAS
ANDRADAS,1.661004028320313,3102605,Sul/Sudoeste,POÇOS DE CALDAS
CAREAÇU,0.5808755859375,3113602,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
SANTA RITA DO SAPUCAÍ,3.0657205810546877,3159605,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
OURO FINO,191.0876640136719,3146008,Sul/Sudoeste,POÇOS DE CALDAS
PEDRALVA,2.48550712890625,3149101,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
JACUTINGA,263.1607729248047,3134905,Sul/Sudoeste,POÇOS DE CALDAS
PIRANGUINHO,6.373320532226563,3151008,Sul/Sudoeste,ITAJUBÁ
MARIA DA FÉ,3.807293652343751,3139904,Sul/Sudoeste,ITAJUBÁ
ITAJUBÁ,0.24829792480468799,3132404,Sul/Sudoeste,ITAJUBÁ
MONTE SIÃO,74.75024321289064,3143401,Sul/Sudoeste,POÇOS DE CALDAS
BOM REPOUSO,1.075742114257813,3107901,Sul/Sudoeste,POUSO ALEGRE
BUENO BRANDÃO,4.799052636718752,3109105,Sul/Sudoeste,POUSO ALEGRE
CONCEIÇÃO DOS OUROS,7.940219311523438,3117801,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
PARAISÓPOLIS,11.908326318359377,3147303,Sul/Sudoeste,ITAJUBÁ
CONSOLAÇÃO,0.578927954101563,3118502,Sul/Sudoeste,ITAJUBÁ
ESTIVA,1.240551513671875,3124500,Sul/Sudoeste,POUSO ALEGRE
CAMBUÍ,0.661408984375,3110608,Sul/Sudoeste,POUSO ALEGRE
ITAPEVA,0.57826396484375,3133600,Sul/Sudoeste,POUSO ALEGRE
TOLEDO,0.49555634765625,3169109,Sul/Sudoeste,POUSO ALEGRE
SAPUCAÍ-MIRIM,0.990620239257813,3165404,Sul/Sudoeste,POUSO ALEGRE
