MUNICIPIO,TOTAL_AREA,COD_MUNICIPIO,MESO,MICRO
CANA VERDE,2.755705493164063,3111903.0,Oeste,CAMPO BELO
CANDEIAS,0.75306474609375,3112000.0,Oeste,CAMPO BELO
CANÁPOLIS,9641.087323532105,3111804.0,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
CAPETINGA,62.910691650390625,3112406.0,Sul/Sudoeste,PASSOS
CAPINÓPOLIS,3529.456096485138,3112604.0,Triângulo Mineiro e Alto Paranaíba,ITUIUTABA
CAREAÇU,0.5808755859375,3113602.0,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
CARMO DO RIO CLARO,326.0032092529297,3114402.0,Sul/Sudoeste,ALFENAS
CARNEIRINHO,18696.09890204468,3114550.0,Triângulo Mineiro e Alto Paranaíba,FRUTAL
CASCALHO RICO,3.993382678222656,3115003.0,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
CENTRALINA,3566.434685800171,3115805.0,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
CLARAVAL,23.68610131835938,3116407.0,Sul/Sudoeste,PASSOS
CLARO DOS POÇÕES,2.73719912109375,3116506.0,Norte,MONTES CLAROS
COMENDADOR GOMES,8955.949094906617,3116902.0,Triângulo Mineiro e Alto Paranaíba,FRUTAL
CONCEIÇÃO DAS ALAGOAS,48111.70548355103,3117306.0,Triângulo Mineiro e Alto Paranaíba,UBERABA
CONCEIÇÃO DO PARÁ,0.673673681640625,3117603.0,Oeste,DIVINÓPOLIS
CONCEIÇÃO DOS OUROS,9.925271386718752,3117801.0,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
CONQUISTA,18006.671660168457,3118205.0,Triângulo Mineiro e Alto Paranaíba,UBERABA
CONSOLAÇÃO,0.578927954101563,3118502.0,Sul/Sudoeste,ITAJUBÁ
CRISTAIS,10.796235253906252,3120201.0,Oeste,CAMPO BELO
CÁSSIA,41.174760668945325,3115102.0,Sul/Sudoeste,PASSOS
CÓRREGO FUNDO,0.670576147460938,3119955.0,Oeste,FORMIGA
DELFINÓPOLIS,2483.2527328613282,3121209.0,Sul/Sudoeste,PASSOS
DELTA,5325.022605200195,3121258.0,Triângulo Mineiro e Alto Paranaíba,UBERABA
DIVISA NOVA,754.1686137451172,3122405.0,Sul/Sudoeste,ALFENAS
DOM BOSCO,1.7142497070312501,3122470.0,Noroeste,UNAÍ
DORES DO INDAIÁ,0.168684716796876,3123205.0,Central Mineira,BOM DESPACHO
DORESÓPOLIS,65.56989604492189,3123403.0,Oeste,PIUÍ
ESTIVA,1.32325498046875,3124500.0,Sul/Sudoeste,POUSO ALEGRE
ESTRELA DO INDAIÁ,510.3167012207032,3124708.0,Central Mineira,BOM DESPACHO
ESTRELA DO SUL,39.73060744628906,3124807.0,Triângulo Mineiro e Alto Paranaíba,PATROCÍNIO
FELIXLÂNDIA,1.102194287109375,3125705.0,Central Mineira,CURVELO
FORTALEZA DE MINAS,8.031553320312502,3126307.0,Sul/Sudoeste,PASSOS
FORTUNA DE MINAS,2.27582451171875,3126406.0,Metropolitana de Belo Horizonte,SETE LAGOAS
FRONTEIRA,3934.165996170044,3127008.0,Triângulo Mineiro e Alto Paranaíba,FRUTAL
FRUTAL,79053.26154317932,3127107.0,Triângulo Mineiro e Alto Paranaíba,FRUTAL
GUARANÉSIA,1662.4026579589845,3128303.0,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
GUAXUPÉ,502.4798920654297,3128709.0,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
GUIMARÂNIA,0.677761840820313,3128907.0,Triângulo Mineiro e Alto Paranaíba,PATOS DE MINAS
GURINHATÃ,10771.267557117588,3129103.0,Triângulo Mineiro e Alto Paranaíba,ITUIUTABA
IBIAÍ,3.6826075927734383,3129608.0,Norte,PIRAPORA
IBIRACI,45.261121044921886,3129707.0,Sul/Sudoeste,PASSOS
IBIÁ,102.25433688964844,3129509.0,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
IGUATAMA,2513.7717646972656,3130309.0,Oeste,PIUÍ
INDIANÓPOLIS,5.847996044921876,3130705.0,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
INHAÚMA,0.674596728515625,3131000.0,Metropolitana de Belo Horizonte,SETE LAGOAS
IPIAÇU,3768.591360251236,3131406.0,Triângulo Mineiro e Alto Paranaíba,ITUIUTABA
ITAJUBÁ,0.082766137695313,3132404.0,Sul/Sudoeste,ITAJUBÁ
ITAMOGI,422.7322248413086,3132909.0,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
ITAPAGIPE,24618.405388973806,3133402.0,Triângulo Mineiro e Alto Paranaíba,FRUTAL
ITAPECERICA,2.1789752441406254,3133501.0,Oeste,FORMIGA
ITAPEVA,0.57826396484375,3133600.0,Sul/Sudoeste,POUSO ALEGRE
ITAÚ DE MINAS,12.313392944335938,3133758.0,Sul/Sudoeste,PASSOS
ITUIUTABA,23470.62996763343,3134202.0,Triângulo Mineiro e Alto Paranaíba,ITUIUTABA
ITURAMA,42561.9567745636,3134400.0,Triângulo Mineiro e Alto Paranaíba,FRUTAL
JACUTINGA,82.03046308593751,3134905.0,Sul/Sudoeste,POÇOS DE CALDAS
JACUÍ,21.729819360351566,3134806.0,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
JAPARAÍBA,530.0113999511719,3135308.0,Central Mineira,BOM DESPACHO
JAÍBA,6991.18569165039,3135050.0,Norte,JANAÚBA
JEQUITAÍ,1.624331494140625,3135605.0,Norte,PIRAPORA
JOÃO PINHEIRO,17043.01046340332,3136306.0,Noroeste,PARACATU
JURUAIA,93.8948315185547,3136900.0,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
LAGAMAR,2.890713403320315,3137106.0,Noroeste,PARACATU
LAGOA DA PRATA,3154.4715126953124,3137205.0,Central Mineira,BOM DESPACHO
LAGOA DOS PATOS,3.07921611328125,3137304.0,Norte,PIRAPORA
LAGOA GRANDE,1.703564990234375,3137536.0,Noroeste,PARACATU
LIMEIRA DO OESTE,29847.09082752075,3138625.0,Triângulo Mineiro e Alto Paranaíba,FRUTAL
LUZ,6392.83583203125,3138807.0,Central Mineira,BOM DESPACHO
MACHADO,451.59751950683597,3139003.0,Sul/Sudoeste,ALFENAS
MARAVILHAS,5.900288720703126,3139706.0,Metropolitana de Belo Horizonte,SETE LAGOAS
MARIA DA FÉ,3.062374755859376,3139904.0,Sul/Sudoeste,ITAJUBÁ
MATIAS CARDOSO,307.17092094726564,3140852.0,Norte,JANUÁRIA
MEDEIROS,450.6644188232422,3141306.0,Oeste,PIUÍ
MOEMA,200.14465859375002,3142403.0,Central Mineira,BOM DESPACHO
MONSENHOR PAULO,2.161308618164064,3142601.0,Sul/Sudoeste,VARGINHA
MONTE ALEGRE DE MINAS,11720.581601974487,3142809.0,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
MONTE BELO,3025.369179638672,3143005.0,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
MONTE SANTO DE MINAS,1600.1658353393555,3143203.0,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
MONTE SIÃO,35.34704887695313,3143401.0,Sul/Sudoeste,POÇOS DE CALDAS
MORRO DA GARÇA,7.963546435546875,3143609.0,Central Mineira,CURVELO
MUNHOZ,0.496004907226563,3143807.0,Sul/Sudoeste,POUSO ALEGRE
NANUQUE,0.085702587890625,3144300.0,Vale do Mucuri,NANUQUE
NOVA PONTE,8029.580418969726,3145000.0,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
Não encontrado,4.530864993286134,Não encontrado,Não encontrado,Não encontrado
OLIVEIRA,3.010451684570313,3145604.0,Oeste,OLIVEIRA
OURO FINO,129.84972431640625,3146008.0,Sul/Sudoeste,POÇOS DE CALDAS
PAINEIRAS,0.507745288085938,3146404.0,Central Mineira,TRÊS MARIAS
PAINS,3.7732538574218757,3146503.0,Oeste,FORMIGA
PAPAGAIOS,4.554986523437501,3146909.0,Metropolitana de Belo Horizonte,SETE LAGOAS
PARACATU,10142.313632006837,3147006.0,Noroeste,PARACATU
PARAGUAÇU,1.8311173828125,3147204.0,Sul/Sudoeste,ALFENAS
PARAISÓPOLIS,9.26203425292969,3147303.0,Sul/Sudoeste,ITAJUBÁ
PASSA TEMPO,1.34026318359375,3147709.0,Oeste,OLIVEIRA
PASSOS,6381.566002026368,3147907.0,Sul/Sudoeste,PASSOS
PATOS DE MINAS,324.5267275390625,3148004.0,Triângulo Mineiro e Alto Paranaíba,PATOS DE MINAS
PEDRALVA,2.48550712890625,3149101.0,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
PEDRINÓPOLIS,329.2232792114258,3149200.0,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
PEQUI,0.5055361328125,3149606.0,Metropolitana de Belo Horizonte,SETE LAGOAS
PERDIZES,16046.541701904296,3149804.0,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
PERDÕES,0.751454614257813,3149903.0,Oeste,CAMPO BELO
PIRAJUBA,11790.955969873046,3150703.0,Triângulo Mineiro e Alto Paranaíba,FRUTAL
PIRANGUINHO,5.628649511718751,3151008.0,Sul/Sudoeste,ITAJUBÁ
PIRAPORA,0.59797890625,3151206.0,Norte,PIRAPORA
PITANGUI,3.539843774414064,3151404.0,Metropolitana de Belo Horizonte,PARÁ DE MINAS
PIUMHI,8.894146215820312,3151503.0,Oeste,PIUÍ
PLANURA,13823.111777105712,3151602.0,Triângulo Mineiro e Alto Paranaíba,FRUTAL
POMPÉU,3561.9190853027344,3152006.0,Central Mineira,TRÊS MARIAS
PONTO CHIQUE,9.762789819335937,3152131.0,Norte,MONTES CLAROS
POÇOS DE CALDAS,0.332284179687501,3151800.0,Sul/Sudoeste,POÇOS DE CALDAS
PRATA,11056.043672506714,3152808.0,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
PRATINHA,2.612434399414063,3153004.0,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
PRATÁPOLIS,14.233873559570316,3152907.0,Sul/Sudoeste,PASSOS
PRESIDENTE OLEGÁRIO,1263.811748046875,3153400.0,Noroeste,PARACATU
SACRAMENTO,20010.967065319823,3156908.0,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
SANTA JULIANA,9405.88544564209,3157708.0,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
SANTA RITA DO SAPUCAÍ,3.397194970703127,3159605.0,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
SANTA VITÓRIA,32489.32253392334,3159803.0,Triângulo Mineiro e Alto Paranaíba,ITUIUTABA
SANTO ANTÔNIO DO MONTE,92.2184997314453,3160405.0,Oeste,DIVINÓPOLIS
SAPUCAÍ-MIRIM,0.990620239257813,3165404.0,Sul/Sudoeste,POUSO ALEGRE
SERRA DOS AIMORÉS,2.4850482421875,3166709.0,Vale do Mucuri,NANUQUE
SERRANIA,539.3534635986329,3166907.0,Sul/Sudoeste,ALFENAS
SÃO FRANCISCO DE SALES,18172.35681185849,3161304.0,Triângulo Mineiro e Alto Paranaíba,FRUTAL
SÃO GONÇALO DO SAPUCAÍ,2.905680175781251,3162005.0,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
SÃO JOSÉ DA BARRA,109.6719772216797,3162948.0,Sul/Sudoeste,PASSOS
SÃO JOÃO BATISTA DO GLÓRIA,315.6196459716797,3162203.0,Sul/Sudoeste,PASSOS
SÃO JOÃO DA LAGOA,0.427949658203125,3162252.0,Norte,MONTES CLAROS
SÃO JOÃO DA MATA,0.498282641601563,3162302.0,Sul/Sudoeste,SANTA RITA DO SAPUCAÍ
SÃO PEDRO DA UNIÃO,13.949464770507815,3163904.0,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
SÃO ROQUE DE MINAS,15.301482006835942,3164308.0,Oeste,PIUÍ
SÃO SEBASTIÃO DO PARAÍSO,2674.5364275878906,3164704.0,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
SÃO TOMÁS DE AQUINO,1952.2713773681642,3165107.0,Sul/Sudoeste,SÃO SEBASTIÃO DO PARAÍSO
TAPIRA,10.103068603515625,3168101.0,Triângulo Mineiro e Alto Paranaíba,ARAXÁ
TOLEDO,0.49555634765625,3169109.0,Sul/Sudoeste,POUSO ALEGRE
TUPACIGUARA,9910.834116052247,3169604.0,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
UBERABA,96378.76880716553,3170107.0,Triângulo Mineiro e Alto Paranaíba,UBERABA
UBERLÂNDIA,14486.858081182861,3170206.0,Triângulo Mineiro e Alto Paranaíba,UBERLÂNDIA
UNAÍ,3060.928934643555,3170404.0,Noroeste,UNAÍ
UNIÃO DE MINAS,14553.384227139282,3170438.0,Triângulo Mineiro e Alto Paranaíba,FRUTAL
VARJÃO DE MINAS,1340.8585028076172,3170750.0,Noroeste,PARACATU
VERÍSSIMO,20736.27394893799,3171105.0,Triângulo Mineiro e Alto Paranaíba,UBERABA
VÁRZEA DA PALMA,1.7904122070312498,3170800.0,Norte,PIRAPORA
ÁGUA COMPRIDA,18006.175049731446,3100708.0,Triângulo Mineiro e Alto Paranaíba,UBERABA
